"trade_id","edge_id","symbol","timeframe","strategy","params","entry_time","entry_action","entry_price","entry_reason","stop_reference","stop_reason","target_atr","target_rr","target_reason","exit_time","exit_price","exit_reason","pnl","result","payoff_context","mode","real_orders"
"XAUUSD_D1_EMA_CROSS_9,34_1127_1270","XAUUSD_D1_EMA_CROSS_9,34","XAUUSD","D1","EMA_CROSS","9,34","2025-01-10 00:00:00","BUY","2670.34","EMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte","2582.92","stop técnico baseado em swing low anterior + volatilidade ATR14=29.45","2729.24","2845.18","target calculado por confluência: 2x ATR (2729.24) + RR 2:1 baseado no swing/stop (2845.18)","2025-07-31 00:00:00","3277.45","saída por sinal oposto: novo cruzamento SELL em 2025-07-30 00:00:00","607.11","WIN","trade positivo contribui para payoff","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_533_637","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","20,50","2026-01-29 20:00:00","SELL","5335.59","SMA_CROSS 20,50 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte","5557.82","stop técnico baseado em swing high anterior + volatilidade ATR14=84.84","5165.91","4891.13","target calculado por confluência: 2x ATR (5165.91) + RR 2:1 baseado no swing/stop (4891.13)","2026-02-03 03:00:00","4780.34","saída por sinal oposto: novo cruzamento BUY em 2026-02-03 02:30:00","555.25","WIN","trade positivo contribui para payoff","PAPER_ONLY","FORBIDDEN"
"GER40_H4_SMA_CROSS_13,55_1820_1880","GER40_H4_SMA_CROSS_13,55","GER40","H4","SMA_CROSS","13,55","2025-07-16 04:00:00","SELL","24025.9","SMA_CROSS 13,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte","24575.1","stop técnico baseado em swing high anterior + volatilidade ATR14=102.0","23821.9","22927.5","target calculado por confluência: 2x ATR (23821.9) + RR 2:1 baseado no swing/stop (22927.5)","2025-09-22 08:00:00","23658.6","saída por sinal oposto: novo cruzamento BUY em 2025-09-22 04:00:00","367.3","WIN","trade positivo contribui para payoff","PAPER_ONLY","FORBIDDEN"
"GER40_H4_SMA_CROSS_13,55_1731_1820","GER40_H4_SMA_CROSS_13,55","GER40","H4","SMA_CROSS","13,55","2025-06-25 00:00:00","BUY","23691.4","SMA_CROSS 13,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte","23022.1","stop técnico baseado em swing low anterior + volatilidade ATR14=152.007143","23995.414286","25030.0","target calculado por confluência: 2x ATR (23995.414286) + RR 2:1 baseado no swing/stop (25030.0)","2025-07-16 04:00:00","24025.9","saída por sinal oposto: novo cruzamento SELL em 2025-07-16 00:00:00","334.5","WIN","trade positivo contribui para payoff","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_2033_2151","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","20,50","2026-03-17 18:30:00","SELL","5004.14","SMA_CROSS 20,50 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte","5031.46","stop técnico baseado em swing high anterior + volatilidade ATR14=16.401429","4971.337143","4949.5","target calculado por confluência: 2x ATR (4971.337143) + RR 2:1 baseado no swing/stop (4949.5)","2026-03-20 08:30:00","4687.81","saída por sinal oposto: novo cruzamento BUY em 2026-03-20 08:00:00","316.33","WIN","trade positivo contribui para payoff","PAPER_ONLY","FORBIDDEN"
"GER40_H4_SMA_CROSS_13,55_575_660","GER40_H4_SMA_CROSS_13,55","GER40","H4","SMA_CROSS","13,55","2024-09-13 20:00:00","BUY","18678.5","SMA_CROSS 13,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte","18186.5","stop técnico baseado em swing low anterior + volatilidade ATR14=103.042857","18884.585714","19662.5","target calculado por confluência: 2x ATR (18884.585714) + RR 2:1 baseado no swing/stop (19662.5)","2024-10-04 00:00:00","18973.3","saída por sinal oposto: novo cruzamento SELL em 2024-10-03 20:00:00","294.8","WIN","trade positivo contribui para payoff","PAPER_ONLY","FORBIDDEN"
"GER40_H4_SMA_CROSS_13,55_2165_2254","GER40_H4_SMA_CROSS_13,55","GER40","H4","SMA_CROSS","13,55","2025-11-26 20:00:00","BUY","23752.7","SMA_CROSS 13,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte","22937.5","stop técnico baseado em swing low anterior + volatilidade ATR14=150.1","24052.9","25383.1","target calculado por confluência: 2x ATR (24052.9) + RR 2:1 baseado no swing/stop (25383.1)","2025-12-17 16:00:00","24039.7","saída por sinal oposto: novo cruzamento SELL em 2025-12-17 12:00:00","287.0","WIN","trade positivo contribui para payoff","PAPER_ONLY","FORBIDDEN"
"XAUUSD_D1_EMA_CROSS_9,34_903_977","XAUUSD_D1_EMA_CROSS_9,34","XAUUSD","D1","EMA_CROSS","9,34","2024-02-28 00:00:00","BUY","2030.71","EMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte","1984.03","stop técnico baseado em swing low anterior + volatilidade ATR14=17.696429","2066.102857","2124.07","target calculado por confluência: 2x ATR (2066.102857) + RR 2:1 baseado no swing/stop (2124.07)","2024-06-12 00:00:00","2317.07","saída por sinal oposto: novo cruzamento SELL em 2024-06-11 00:00:00","286.36","WIN","trade positivo contribui para payoff","PAPER_ONLY","FORBIDDEN"
"GER40_H4_SMA_CROSS_13,55_227_296","GER40_H4_SMA_CROSS_13,55","GER40","H4","SMA_CROSS","13,55","2024-06-25 20:00:00","BUY","18170.0","SMA_CROSS 13,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte","18072.2","stop técnico baseado em swing low anterior + volatilidade ATR14=84.764286","18339.528571","18365.6","target calculado por confluência: 2x ATR (18339.528571) + RR 2:1 baseado no swing/stop (18365.6)","2024-07-11 08:00:00","18446.7","saída por sinal oposto: novo cruzamento SELL em 2024-07-11 04:00:00","276.7","WIN","trade positivo contribui para payoff","PAPER_ONLY","FORBIDDEN"
"GER40_H4_SMA_CROSS_13,55_1672_1731","GER40_H4_SMA_CROSS_13,55","GER40","H4","SMA_CROSS","13,55","2025-06-11 04:00:00","SELL","23963.0","SMA_CROSS 13,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte","24415.6","stop técnico baseado em swing high anterior + volatilidade ATR14=105.55","23751.9","23057.8","target calculado por confluência: 2x ATR (23751.9) + RR 2:1 baseado no swing/stop (23057.8)","2025-06-25 00:00:00","23691.4","saída por sinal oposto: novo cruzamento BUY em 2025-06-24 20:00:00","271.6","WIN","trade positivo contribui para payoff","PAPER_ONLY","FORBIDDEN"
"GER40_H4_SMA_CROSS_13,55_160_227","GER40_H4_SMA_CROSS_13,55","GER40","H4","SMA_CROSS","13,55","2024-06-10 16:00:00","SELL","18429.4","SMA_CROSS 13,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte","18785.9","stop técnico baseado em swing high anterior + volatilidade ATR14=92.192857","18245.014286","17716.4","target calculado por confluência: 2x ATR (18245.014286) + RR 2:1 baseado no swing/stop (17716.4)","2024-06-25 20:00:00","18170.0","saída por sinal oposto: novo cruzamento BUY em 2024-06-25 16:00:00","259.4","WIN","trade positivo contribui para payoff","PAPER_ONLY","FORBIDDEN"
"GER40_H4_SMA_CROSS_13,55_2361_2433","GER40_H4_SMA_CROSS_13,55","GER40","H4","SMA_CROSS","13,55","2026-01-19 12:00:00","SELL","24953.9","SMA_CROSS 13,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte","25458.6","stop técnico baseado em swing high anterior + volatilidade ATR14=109.028571","24735.842857","23944.5","target calculado por confluência: 2x ATR (24735.842857) + RR 2:1 baseado no swing/stop (23944.5)","2026-02-04 12:00:00","24703.2","saída por sinal oposto: novo cruzamento BUY em 2026-02-04 08:00:00","250.7","WIN","trade positivo contribui para payoff","PAPER_ONLY","FORBIDDEN"
"GER40_H4_SMA_CROSS_13,55_391_435","GER40_H4_SMA_CROSS_13,55","GER40","H4","SMA_CROSS","13,55","2024-08-02 04:00:00","SELL","18003.0","SMA_CROSS 13,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte","18578.5","stop técnico baseado em swing high anterior + volatilidade ATR14=111.564286","17779.871429","16852.0","target calculado por confluência: 2x ATR (17779.871429) + RR 2:1 baseado no swing/stop (16852.0)","2024-08-13 12:00:00","17761.6","saída por sinal oposto: novo cruzamento BUY em 2024-08-13 08:00:00","241.4","WIN","trade positivo contribui para payoff","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_425_533","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","20,50","2026-01-27 12:00:00","BUY","5098.55","SMA_CROSS 20,50 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte","5013.72","stop técnico baseado em swing low anterior + volatilidade ATR14=13.918571","5126.387143","5268.21","target calculado por confluência: 2x ATR (5126.387143) + RR 2:1 baseado no swing/stop (5268.21)","2026-01-29 20:00:00","5335.59","saída por sinal oposto: novo cruzamento SELL em 2026-01-29 19:30:00","237.04","WIN","trade positivo contribui para payoff","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_295_404","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","20,50","2026-01-22 16:00:00","BUY","4822.31","SMA_CROSS 20,50 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte","4790.14","stop técnico baseado em swing low anterior + volatilidade ATR14=11.545","4845.4","4886.65","target calculado por confluência: 2x ATR (4845.4) + RR 2:1 baseado no swing/stop (4886.65)","2026-01-27 01:30:00","5045.27","saída por sinal oposto: novo cruzamento SELL em 2026-01-27 01:00:00","222.96","WIN","trade positivo contribui para payoff","PAPER_ONLY","FORBIDDEN"
"XAUUSD_D1_EMA_CROSS_9,34_993_1088","XAUUSD_D1_EMA_CROSS_9,34","XAUUSD","D1","EMA_CROSS","9,34","2024-07-04 00:00:00","BUY","2356.17","EMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte","2286.71","stop técnico baseado em swing low anterior + volatilidade ATR14=27.467143","2411.104286","2495.09","target calculado por confluência: 2x ATR (2411.104286) + RR 2:1 baseado no swing/stop (2495.09)","2024-11-14 00:00:00","2574.82","saída por sinal oposto: novo cruzamento SELL em 2024-11-13 00:00:00","218.65","WIN","trade positivo contribui para payoff","PAPER_ONLY","FORBIDDEN"
"GER40_H4_SMA_CROSS_13,55_767_816","GER40_H4_SMA_CROSS_13,55","GER40","H4","SMA_CROSS","13,55","2024-10-30 08:00:00","SELL","19485.2","SMA_CROSS 13,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte","19528.1","stop técnico baseado em swing high anterior + volatilidade ATR14=6.778571","19471.642857","19399.4","target calculado por confluência: 2x ATR (19471.642857) + RR 2:1 baseado no swing/stop (19399.4)","2024-11-11 12:00:00","19287.4","saída por sinal oposto: novo cruzamento BUY em 2024-11-11 08:00:00","197.8","WIN","trade positivo contribui para payoff","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_2171_2223","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","20,50","2026-03-20 18:30:00","SELL","4584.64","SMA_CROSS 20,50 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte","4734.87","stop técnico baseado em swing high anterior + volatilidade ATR14=35.787143","4513.065714","4284.18","target calculado por confluência: 2x ATR (4513.065714) + RR 2:1 baseado no swing/stop (4284.18)","2026-03-23 21:30:00","4410.66","saída por sinal oposto: novo cruzamento BUY em 2026-03-23 21:00:00","173.98","WIN","trade positivo contribui para payoff","PAPER_ONLY","FORBIDDEN"
"GER40_H4_SMA_CROSS_13,55_972_1025","GER40_H4_SMA_CROSS_13,55","GER40","H4","SMA_CROSS","13,55","2024-12-18 12:00:00","SELL","20301.7","SMA_CROSS 13,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte","20512.4","stop técnico baseado em swing high anterior + volatilidade ATR14=22.385714","20256.928571","19880.3","target calculado por confluência: 2x ATR (20256.928571) + RR 2:1 baseado no swing/stop (19880.3)","2025-01-07 08:00:00","20128.0","saída por sinal oposto: novo cruzamento BUY em 2025-01-07 04:00:00","173.7","WIN","trade positivo contribui para payoff","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_3536_3649","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","20,50","2026-05-05 14:00:00","BUY","4543.76","SMA_CROSS 20,50 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte","4516.04","stop técnico baseado em swing low anterior + volatilidade ATR14=11.255714","4566.271429","4599.2","target calculado por confluência: 2x ATR (4566.271429) + RR 2:1 baseado no swing/stop (4599.2)","2026-05-08 04:30:00","4712.56","saída por sinal oposto: novo cruzamento SELL em 2026-05-08 04:00:00","168.8","WIN","trade positivo contribui para payoff","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_1538_1607","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","20,50","2026-03-02 23:00:00","SELL","5332.55","SMA_CROSS 20,50 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte","5416.72","stop técnico baseado em swing high anterior + volatilidade ATR14=32.280714","5267.988571","5164.21","target calculado por confluência: 2x ATR (5267.988571) + RR 2:1 baseado no swing/stop (5164.21)","2026-03-04 11:30:00","5170.9","saída por sinal oposto: novo cruzamento BUY em 2026-03-04 11:00:00","161.65","WIN","trade positivo contribui para payoff","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_4737_4837","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","20,50","2026-06-11 21:30:00","BUY","4152.93","SMA_CROSS 20,50 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte","4052.88","stop técnico baseado em swing low anterior + volatilidade ATR14=25.668571","4204.267143","4353.03","target calculado por confluência: 2x ATR (4204.267143) + RR 2:1 baseado no swing/stop (4353.03)","2026-06-16 05:30:00","4312.68","saída por sinal oposto: novo cruzamento SELL em 2026-06-16 05:00:00","159.75","WIN","trade positivo contribui para payoff","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_1240_1339","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","20,50","2026-02-20 08:00:00","BUY","5012.07","SMA_CROSS 20,50 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte","4975.3","stop técnico baseado em swing low anterior + volatilidade ATR14=12.820714","5037.711429","5085.61","target calculado por confluência: 2x ATR (5037.711429) + RR 2:1 baseado no swing/stop (5085.61)","2026-02-24 11:30:00","5168.65","saída por sinal oposto: novo cruzamento SELL em 2026-02-24 11:00:00","156.58","WIN","trade positivo contribui para payoff","PAPER_ONLY","FORBIDDEN"
"GER40_H4_SMA_CROSS_13,55_327_373","GER40_H4_SMA_CROSS_13,55","GER40","H4","SMA_CROSS","13,55","2024-07-18 12:00:00","SELL","18473.5","SMA_CROSS 13,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte","18746.6","stop técnico baseado em swing high anterior + volatilidade ATR14=78.142857","18317.214286","17927.3","target calculado por confluência: 2x ATR (18317.214286) + RR 2:1 baseado no swing/stop (17927.3)","2024-07-30 04:00:00","18317.6","saída por sinal oposto: novo cruzamento BUY em 2024-07-30 00:00:00","155.9","WIN","trade positivo contribui para payoff","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_795_881","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","20,50","2026-02-06 13:00:00","BUY","4878.5","SMA_CROSS 20,50 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte","4693.7","stop técnico baseado em swing low anterior + volatilidade ATR14=32.755714","4944.011429","5248.1","target calculado por confluência: 2x ATR (4944.011429) + RR 2:1 baseado no swing/stop (5248.1)","2026-02-10 10:00:00","5034.1","saída por sinal oposto: novo cruzamento SELL em 2026-02-10 09:30:00","155.6","WIN","trade positivo contribui para payoff","PAPER_ONLY","FORBIDDEN"
"XAUUSD_D1_EMA_CROSS_9,34_569_636","XAUUSD_D1_EMA_CROSS_9,34","XAUUSD","D1","EMA_CROSS","9,34","2022-11-10 00:00:00","BUY","1706.22","EMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte","1616.72","stop técnico baseado em swing low anterior + volatilidade ATR14=28.627857","1763.475714","1885.22","target calculado por confluência: 2x ATR (1763.475714) + RR 2:1 baseado no swing/stop (1885.22)","2023-02-15 00:00:00","1853.97","saída por sinal oposto: novo cruzamento SELL em 2023-02-14 00:00:00","147.75","WIN","trade positivo contribui para payoff","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_2384_2558","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","20,50","2026-03-27 10:00:00","BUY","4447.64","SMA_CROSS 20,50 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte","4372.73","stop técnico baseado em swing low anterior + volatilidade ATR14=17.294286","4482.228571","4597.46","target calculado por confluência: 2x ATR (4482.228571) + RR 2:1 baseado no swing/stop (4597.46)","2026-04-02 09:00:00","4594.16","saída por sinal oposto: novo cruzamento SELL em 2026-04-02 08:30:00","146.52","WIN","trade positivo contribui para payoff","PAPER_ONLY","FORBIDDEN"
"XAUUSD_M30_SMA_CROSS_20,50_637_718","XAUUSD_M30_SMA_CROSS_20,50","XAUUSD","M30","SMA_CROSS","20,50","2026-02-03 03:00:00","BUY","4780.34","SMA_CROSS 20,50 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte","4596.2","stop técnico baseado em swing low anterior + volatilidade ATR14=53.490714","4887.321429","5148.62","target calculado por confluência: 2x ATR (4887.321429) + RR 2:1 baseado no swing/stop (5148.62)","2026-02-04 20:30:00","4926.62","saída por sinal oposto: novo cruzamento SELL em 2026-02-04 20:00:00","146.28","WIN","trade positivo contribui para payoff","PAPER_ONLY","FORBIDDEN"
"GER40_H4_SMA_CROSS_13,55_691_740","GER40_H4_SMA_CROSS_13,55","GER40","H4","SMA_CROSS","13,55","2024-10-11 04:00:00","BUY","19247.2","SMA_CROSS 13,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte","19018.9","stop técnico baseado em swing low anterior + volatilidade ATR14=36.864286","19320.928571","19703.8","target calculado por confluência: 2x ATR (19320.928571) + RR 2:1 baseado no swing/stop (19703.8)","2024-10-23 20:00:00","19390.2","saída por sinal oposto: novo cruzamento SELL em 2024-10-23 16:00:00","143.0","WIN","trade positivo contribui para payoff","PAPER_ONLY","FORBIDDEN"
