"symbol","class","timeframe","strategy","status","approval_pf","approval_trades","approval_winrate","approval_maxdd"
"EURUSD","FOREX","H4","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"EURUSD","FOREX","D1","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"EURUSD","FOREX","D1","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"EURUSD","FOREX","D1","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"EURUSD","FOREX","D1","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"EURUSD","FOREX","D1","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"EURUSD","FOREX","D1","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"GBPUSD","FOREX","M5","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"GBPUSD","FOREX","M5","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"GBPUSD","FOREX","M5","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"GBPUSD","FOREX","M5","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"GBPUSD","FOREX","M5","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"GBPUSD","FOREX","M5","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"GBPUSD","FOREX","M15","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"GBPUSD","FOREX","M15","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"GBPUSD","FOREX","M15","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"GBPUSD","FOREX","M15","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"GBPUSD","FOREX","M15","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"GBPUSD","FOREX","M15","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"GBPUSD","FOREX","M30","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"GBPUSD","FOREX","M30","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"GBPUSD","FOREX","M30","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"GBPUSD","FOREX","M30","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"GBPUSD","FOREX","M30","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"GBPUSD","FOREX","M30","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"GBPUSD","FOREX","H1","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"GBPUSD","FOREX","H1","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"GBPUSD","FOREX","H1","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"GBPUSD","FOREX","H1","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"GBPUSD","FOREX","H1","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"GBPUSD","FOREX","H1","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"GBPUSD","FOREX","H4","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"GBPUSD","FOREX","H4","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"GBPUSD","FOREX","H4","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"GBPUSD","FOREX","H4","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"GBPUSD","FOREX","H4","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"GBPUSD","FOREX","H4","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"GBPUSD","FOREX","D1","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"GBPUSD","FOREX","D1","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"GBPUSD","FOREX","D1","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"GBPUSD","FOREX","D1","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"GBPUSD","FOREX","D1","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"GBPUSD","FOREX","D1","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"USDJPY","FOREX","M5","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"USDJPY","FOREX","M5","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"USDJPY","FOREX","M5","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"USDJPY","FOREX","M5","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"USDJPY","FOREX","M5","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"USDJPY","FOREX","M5","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"USDJPY","FOREX","M15","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"USDJPY","FOREX","M15","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"USDJPY","FOREX","M15","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"USDJPY","FOREX","M15","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"USDJPY","FOREX","M15","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"USDJPY","FOREX","M15","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"USDJPY","FOREX","M30","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"USDJPY","FOREX","M30","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"USDJPY","FOREX","M30","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"USDJPY","FOREX","M30","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"USDJPY","FOREX","M30","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"USDJPY","FOREX","M30","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"USDJPY","FOREX","H1","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"USDJPY","FOREX","H1","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"USDJPY","FOREX","H1","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"USDJPY","FOREX","H1","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"USDJPY","FOREX","H1","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"USDJPY","FOREX","H1","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"USDJPY","FOREX","H4","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"USDJPY","FOREX","H4","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"USDJPY","FOREX","H4","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"USDJPY","FOREX","H4","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"USDJPY","FOREX","H4","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"USDJPY","FOREX","H4","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"USDJPY","FOREX","D1","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"USDJPY","FOREX","D1","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"USDJPY","FOREX","D1","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"USDJPY","FOREX","D1","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"USDJPY","FOREX","D1","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"USDJPY","FOREX","D1","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"USDCHF","FOREX","M5","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"USDCHF","FOREX","M5","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"USDCHF","FOREX","M5","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"USDCHF","FOREX","M5","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"USDCHF","FOREX","M5","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"USDCHF","FOREX","M5","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"USDCHF","FOREX","M15","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"USDCHF","FOREX","M15","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"USDCHF","FOREX","M15","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"USDCHF","FOREX","M15","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"USDCHF","FOREX","M15","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"USDCHF","FOREX","M15","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"USDCHF","FOREX","M30","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"USDCHF","FOREX","M30","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"USDCHF","FOREX","M30","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"USDCHF","FOREX","M30","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"USDCHF","FOREX","M30","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"USDCHF","FOREX","M30","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"USDCHF","FOREX","H1","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"USDCHF","FOREX","H1","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"USDCHF","FOREX","H1","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"USDCHF","FOREX","H1","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"USDCHF","FOREX","H1","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"USDCHF","FOREX","H1","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"USDCHF","FOREX","H4","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"USDCHF","FOREX","H4","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"USDCHF","FOREX","H4","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"USDCHF","FOREX","H4","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"USDCHF","FOREX","H4","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"USDCHF","FOREX","H4","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"USDCHF","FOREX","D1","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"USDCHF","FOREX","D1","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"USDCHF","FOREX","D1","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"USDCHF","FOREX","D1","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"USDCHF","FOREX","D1","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"USDCHF","FOREX","D1","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"USDCAD","FOREX","M5","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"USDCAD","FOREX","M5","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"USDCAD","FOREX","M5","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"USDCAD","FOREX","M5","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"USDCAD","FOREX","M5","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"USDCAD","FOREX","M5","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"USDCAD","FOREX","M15","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"USDCAD","FOREX","M15","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"USDCAD","FOREX","M15","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"USDCAD","FOREX","M15","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"USDCAD","FOREX","M15","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"USDCAD","FOREX","M15","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"USDCAD","FOREX","M30","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"USDCAD","FOREX","M30","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"USDCAD","FOREX","M30","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"USDCAD","FOREX","M30","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"USDCAD","FOREX","M30","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"USDCAD","FOREX","M30","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"USDCAD","FOREX","H1","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"USDCAD","FOREX","H1","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"USDCAD","FOREX","H1","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"USDCAD","FOREX","H1","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"USDCAD","FOREX","H1","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"USDCAD","FOREX","H1","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"USDCAD","FOREX","H4","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"USDCAD","FOREX","H4","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"USDCAD","FOREX","H4","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"USDCAD","FOREX","H4","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"USDCAD","FOREX","H4","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"USDCAD","FOREX","H4","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"USDCAD","FOREX","D1","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"USDCAD","FOREX","D1","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"USDCAD","FOREX","D1","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"USDCAD","FOREX","D1","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"USDCAD","FOREX","D1","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"USDCAD","FOREX","D1","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"AUDUSD","FOREX","M5","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"AUDUSD","FOREX","M5","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"AUDUSD","FOREX","M5","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"AUDUSD","FOREX","M5","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"AUDUSD","FOREX","M5","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"AUDUSD","FOREX","M5","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"AUDUSD","FOREX","M15","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"AUDUSD","FOREX","M15","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"AUDUSD","FOREX","M15","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"AUDUSD","FOREX","M15","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"AUDUSD","FOREX","M15","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"AUDUSD","FOREX","M15","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"AUDUSD","FOREX","M30","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"AUDUSD","FOREX","M30","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"AUDUSD","FOREX","M30","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"AUDUSD","FOREX","M30","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"AUDUSD","FOREX","M30","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"AUDUSD","FOREX","M30","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"AUDUSD","FOREX","H1","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"AUDUSD","FOREX","H1","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"AUDUSD","FOREX","H1","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"AUDUSD","FOREX","H1","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"AUDUSD","FOREX","H1","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"AUDUSD","FOREX","H1","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"AUDUSD","FOREX","H4","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"AUDUSD","FOREX","H4","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"AUDUSD","FOREX","H4","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"AUDUSD","FOREX","H4","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"AUDUSD","FOREX","H4","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"AUDUSD","FOREX","H4","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"AUDUSD","FOREX","D1","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"AUDUSD","FOREX","D1","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"AUDUSD","FOREX","D1","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"AUDUSD","FOREX","D1","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"AUDUSD","FOREX","D1","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"AUDUSD","FOREX","D1","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"NZDUSD","FOREX","M5","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"NZDUSD","FOREX","M5","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"NZDUSD","FOREX","M5","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"NZDUSD","FOREX","M5","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"NZDUSD","FOREX","M5","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"NZDUSD","FOREX","M5","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"NZDUSD","FOREX","M15","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"NZDUSD","FOREX","M15","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"NZDUSD","FOREX","M15","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"NZDUSD","FOREX","M15","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"NZDUSD","FOREX","M15","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"NZDUSD","FOREX","M15","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"NZDUSD","FOREX","M30","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"NZDUSD","FOREX","M30","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"NZDUSD","FOREX","M30","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"NZDUSD","FOREX","M30","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"NZDUSD","FOREX","M30","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"NZDUSD","FOREX","M30","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"NZDUSD","FOREX","H1","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"NZDUSD","FOREX","H1","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"NZDUSD","FOREX","H1","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"NZDUSD","FOREX","H1","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"NZDUSD","FOREX","H1","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"NZDUSD","FOREX","H1","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"NZDUSD","FOREX","H4","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"NZDUSD","FOREX","H4","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"NZDUSD","FOREX","H4","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"NZDUSD","FOREX","H4","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"NZDUSD","FOREX","H4","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"NZDUSD","FOREX","H4","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"NZDUSD","FOREX","D1","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"NZDUSD","FOREX","D1","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"NZDUSD","FOREX","D1","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"NZDUSD","FOREX","D1","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"NZDUSD","FOREX","D1","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"NZDUSD","FOREX","D1","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"EURJPY","FOREX","M5","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"EURJPY","FOREX","M5","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"EURJPY","FOREX","M5","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"EURJPY","FOREX","M5","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"EURJPY","FOREX","M5","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"EURJPY","FOREX","M5","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"EURJPY","FOREX","M15","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"EURJPY","FOREX","M15","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"EURJPY","FOREX","M15","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"EURJPY","FOREX","M15","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"EURJPY","FOREX","M15","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"EURJPY","FOREX","M15","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"EURJPY","FOREX","M30","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"EURJPY","FOREX","M30","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"EURJPY","FOREX","M30","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"EURJPY","FOREX","M30","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"EURJPY","FOREX","M30","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"EURJPY","FOREX","M30","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"EURJPY","FOREX","H1","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"EURJPY","FOREX","H1","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"EURJPY","FOREX","H1","RSI_MEAN_REVERSION","PENDING_BACKTEST","1,8","100","45","15"
"EURJPY","FOREX","H1","ADX_TREND","PENDING_BACKTEST","1,8","100","45","15"
"EURJPY","FOREX","H1","ATR_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"EURJPY","FOREX","H1","DONCHIAN_BREAKOUT","PENDING_BACKTEST","1,8","100","45","15"
"EURJPY","FOREX","H4","SMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
"EURJPY","FOREX","H4","EMA_CROSS","PENDING_BACKTEST","1,8","100","45","15"
