trade_id,edge_id,symbol,timeframe,strategy,params,entry_time,entry_action,entry_price,entry_reason,stop_reference,stop_reason,target_atr,target_rr,target_reason,exit_time,exit_price,exit_reason,pnl,result,payoff_context,mode,real_orders
"USDCAD_H1_EMA_CROSS_21,55_665_669","USDCAD_H1_EMA_CROSS_21,55",USDCAD,H1,EMA_CROSS,"21,55",2025-10-08 00:00:00,SELL,1.39475,"EMA_CROSS 21,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",1.39626,stop técnico baseado em swing high anterior + volatilidade ATR14=0.000952,1.392846,1.39173,target calculado por confluência: 2x ATR (1.392846) + RR 2:1 baseado no swing/stop (1.39173),2025-10-08 04:00:00,1.39564,saída por sinal oposto: novo cruzamento BUY em 2025-10-08 03:00:00,-0.00089,LOSS,trade negativo reduz payoff; exige análise de filtro,PAPER_ONLY,FORBIDDEN
"USDCAD_H1_EMA_CROSS_21,55_669_682","USDCAD_H1_EMA_CROSS_21,55",USDCAD,H1,EMA_CROSS,"21,55",2025-10-08 04:00:00,BUY,1.39564,"EMA_CROSS 21,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",1.39387,stop técnico baseado em swing low anterior + volatilidade ATR14=0.000929,1.397499,1.39918,target calculado por confluência: 2x ATR (1.397499) + RR 2:1 baseado no swing/stop (1.39918),2025-10-08 17:00:00,1.39474,saída por sinal oposto: novo cruzamento SELL em 2025-10-08 16:00:00,-0.0009,LOSS,trade negativo reduz payoff; exige análise de filtro,PAPER_ONLY,FORBIDDEN
"USDCAD_H1_EMA_CROSS_21,55_682_685","USDCAD_H1_EMA_CROSS_21,55",USDCAD,H1,EMA_CROSS,"21,55",2025-10-08 17:00:00,SELL,1.39474,"EMA_CROSS 21,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",1.39708,stop técnico baseado em swing high anterior + volatilidade ATR14=0.00081,1.39312,1.39006,target calculado por confluência: 2x ATR (1.39312) + RR 2:1 baseado no swing/stop (1.39006),2025-10-08 20:00:00,1.3958,saída por sinal oposto: novo cruzamento BUY em 2025-10-08 19:00:00,-0.00106,LOSS,trade negativo reduz payoff; exige análise de filtro,PAPER_ONLY,FORBIDDEN
"USDCAD_H1_EMA_CROSS_21,55_685_694","USDCAD_H1_EMA_CROSS_21,55",USDCAD,H1,EMA_CROSS,"21,55",2025-10-08 20:00:00,BUY,1.3958,"EMA_CROSS 21,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",1.39318,stop técnico baseado em swing low anterior + volatilidade ATR14=0.000843,1.397486,1.40104,target calculado por confluência: 2x ATR (1.397486) + RR 2:1 baseado no swing/stop (1.40104),2025-10-09 05:00:00,1.39438,saída por sinal oposto: novo cruzamento SELL em 2025-10-09 04:00:00,-0.00142,LOSS,trade negativo reduz payoff; exige análise de filtro,PAPER_ONLY,FORBIDDEN
"USDCAD_H1_EMA_CROSS_21,55_694_707","USDCAD_H1_EMA_CROSS_21,55",USDCAD,H1,EMA_CROSS,"21,55",2025-10-09 05:00:00,SELL,1.39438,"EMA_CROSS 21,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",1.39708,stop técnico baseado em swing high anterior + volatilidade ATR14=0.000889,1.392603,1.38898,target calculado por confluência: 2x ATR (1.392603) + RR 2:1 baseado no swing/stop (1.38898),2025-10-09 18:00:00,1.40006,saída por sinal oposto: novo cruzamento BUY em 2025-10-09 17:00:00,-0.00568,LOSS,trade negativo reduz payoff; exige análise de filtro,PAPER_ONLY,FORBIDDEN
"USDCAD_H1_EMA_CROSS_21,55_707_855","USDCAD_H1_EMA_CROSS_21,55",USDCAD,H1,EMA_CROSS,"21,55",2025-10-09 18:00:00,BUY,1.40006,"EMA_CROSS 21,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",1.39335,stop técnico baseado em swing low anterior + volatilidade ATR14=0.00119,1.40244,1.41348,target calculado por confluência: 2x ATR (1.40244) + RR 2:1 baseado no swing/stop (1.41348),2025-10-17 22:00:00,1.40165,saída por sinal oposto: novo cruzamento SELL em 2025-10-17 21:00:00,0.00159,WIN,trade positivo contribui para payoff,PAPER_ONLY,FORBIDDEN
"USDCAD_H1_EMA_CROSS_21,55_855_887","USDCAD_H1_EMA_CROSS_21,55",USDCAD,H1,EMA_CROSS,"21,55",2025-10-17 22:00:00,SELL,1.40165,"EMA_CROSS 21,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",1.40672,stop técnico baseado em swing high anterior + volatilidade ATR14=0.001291,1.399067,1.39151,target calculado por confluência: 2x ATR (1.399067) + RR 2:1 baseado no swing/stop (1.39151),2025-10-21 06:00:00,1.40494,saída por sinal oposto: novo cruzamento BUY em 2025-10-21 05:00:00,-0.00329,LOSS,trade negativo reduz payoff; exige análise de filtro,PAPER_ONLY,FORBIDDEN
"USDCAD_H1_EMA_CROSS_21,55_887_902","USDCAD_H1_EMA_CROSS_21,55",USDCAD,H1,EMA_CROSS,"21,55",2025-10-21 06:00:00,BUY,1.40494,"EMA_CROSS 21,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",1.40146,stop técnico baseado em swing low anterior + volatilidade ATR14=0.00081,1.40656,1.4119,target calculado por confluência: 2x ATR (1.40656) + RR 2:1 baseado no swing/stop (1.4119),2025-10-21 21:00:00,1.40158,saída por sinal oposto: novo cruzamento SELL em 2025-10-21 20:00:00,-0.00336,LOSS,trade negativo reduz payoff; exige análise de filtro,PAPER_ONLY,FORBIDDEN
"USDCAD_H1_EMA_CROSS_21,55_902_966","USDCAD_H1_EMA_CROSS_21,55",USDCAD,H1,EMA_CROSS,"21,55",2025-10-21 21:00:00,SELL,1.40158,"EMA_CROSS 21,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",1.40657,stop técnico baseado em swing high anterior + volatilidade ATR14=0.001276,1.399029,1.3916,target calculado por confluência: 2x ATR (1.399029) + RR 2:1 baseado no swing/stop (1.3916),2025-10-24 14:00:00,1.40235,saída por sinal oposto: novo cruzamento BUY em 2025-10-24 13:00:00,-0.00077,LOSS,trade negativo reduz payoff; exige análise de filtro,PAPER_ONLY,FORBIDDEN
"USDCAD_H1_EMA_CROSS_21,55_966_977","USDCAD_H1_EMA_CROSS_21,55",USDCAD,H1,EMA_CROSS,"21,55",2025-10-24 14:00:00,BUY,1.40235,"EMA_CROSS 21,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",1.39722,stop técnico baseado em swing low anterior + volatilidade ATR14=0.00119,1.40473,1.41261,target calculado por confluência: 2x ATR (1.40473) + RR 2:1 baseado no swing/stop (1.41261),2025-10-27 01:00:00,1.39905,saída por sinal oposto: novo cruzamento SELL em 2025-10-27 00:00:00,-0.0033,LOSS,trade negativo reduz payoff; exige análise de filtro,PAPER_ONLY,FORBIDDEN
"USDCAD_H1_EMA_CROSS_21,55_977_1064","USDCAD_H1_EMA_CROSS_21,55",USDCAD,H1,EMA_CROSS,"21,55",2025-10-27 01:00:00,SELL,1.39905,"EMA_CROSS 21,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",1.40389,stop técnico baseado em swing high anterior + volatilidade ATR14=0.001313,1.396424,1.38937,target calculado por confluência: 2x ATR (1.396424) + RR 2:1 baseado no swing/stop (1.38937),2025-10-30 16:00:00,1.39977,saída por sinal oposto: novo cruzamento BUY em 2025-10-30 15:00:00,-0.00072,LOSS,trade negativo reduz payoff; exige análise de filtro,PAPER_ONLY,FORBIDDEN
"USDCAD_H1_EMA_CROSS_21,55_1064_1210","USDCAD_H1_EMA_CROSS_21,55",USDCAD,H1,EMA_CROSS,"21,55",2025-10-30 16:00:00,BUY,1.39977,"EMA_CROSS 21,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",1.38926,stop técnico baseado em swing low anterior + volatilidade ATR14=0.001241,1.402253,1.42079,target calculado por confluência: 2x ATR (1.402253) + RR 2:1 baseado no swing/stop (1.42079),2025-11-07 19:00:00,1.40765,saída por sinal oposto: novo cruzamento SELL em 2025-11-07 18:00:00,0.00788,WIN,trade positivo contribui para payoff,PAPER_ONLY,FORBIDDEN
"USDCAD_H1_EMA_CROSS_21,55_1210_1312","USDCAD_H1_EMA_CROSS_21,55",USDCAD,H1,EMA_CROSS,"21,55",2025-11-07 19:00:00,SELL,1.40765,"EMA_CROSS 21,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",1.41262,stop técnico baseado em swing high anterior + volatilidade ATR14=0.001264,1.405123,1.39771,target calculado por confluência: 2x ATR (1.405123) + RR 2:1 baseado no swing/stop (1.39771),2025-11-14 01:00:00,1.40292,saída por sinal oposto: novo cruzamento BUY em 2025-11-14 00:00:00,0.00473,WIN,trade positivo contribui para payoff,PAPER_ONLY,FORBIDDEN
"USDCAD_H1_EMA_CROSS_21,55_1312_1378","USDCAD_H1_EMA_CROSS_21,55",USDCAD,H1,EMA_CROSS,"21,55",2025-11-14 01:00:00,BUY,1.40292,"EMA_CROSS 21,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",1.39851,stop técnico baseado em swing low anterior + volatilidade ATR14=0.001044,1.405009,1.41174,target calculado por confluência: 2x ATR (1.405009) + RR 2:1 baseado no swing/stop (1.41174),2025-11-18 19:00:00,1.39973,saída por sinal oposto: novo cruzamento SELL em 2025-11-18 18:00:00,-0.00319,LOSS,trade negativo reduz payoff; exige análise de filtro,PAPER_ONLY,FORBIDDEN
"USDCAD_H1_EMA_CROSS_21,55_1378_1404","USDCAD_H1_EMA_CROSS_21,55",USDCAD,H1,EMA_CROSS,"21,55",2025-11-18 19:00:00,SELL,1.39973,"EMA_CROSS 21,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",1.40622,stop técnico baseado em swing high anterior + volatilidade ATR14=0.001145,1.39744,1.38675,target calculado por confluência: 2x ATR (1.39744) + RR 2:1 baseado no swing/stop (1.38675),2025-11-19 21:00:00,1.40496,saída por sinal oposto: novo cruzamento BUY em 2025-11-19 20:00:00,-0.00523,LOSS,trade negativo reduz payoff; exige análise de filtro,PAPER_ONLY,FORBIDDEN
"USDCAD_H1_EMA_CROSS_21,55_1404_1509","USDCAD_H1_EMA_CROSS_21,55",USDCAD,H1,EMA_CROSS,"21,55",2025-11-19 21:00:00,BUY,1.40496,"EMA_CROSS 21,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",1.39782,stop técnico baseado em swing low anterior + volatilidade ATR14=0.001236,1.407431,1.41924,target calculado por confluência: 2x ATR (1.407431) + RR 2:1 baseado no swing/stop (1.41924),2025-11-26 06:00:00,1.40717,saída por sinal oposto: novo cruzamento SELL em 2025-11-26 05:00:00,0.00221,WIN,trade positivo contribui para payoff,PAPER_ONLY,FORBIDDEN
"USDCAD_H1_EMA_CROSS_21,55_1509_1876","USDCAD_H1_EMA_CROSS_21,55",USDCAD,H1,EMA_CROSS,"21,55",2025-11-26 06:00:00,SELL,1.40717,"EMA_CROSS 21,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",1.41247,stop técnico baseado em swing high anterior + volatilidade ATR14=0.001217,1.404736,1.39657,target calculado por confluência: 2x ATR (1.404736) + RR 2:1 baseado no swing/stop (1.39657),2025-12-17 13:00:00,1.37826,saída por sinal oposto: novo cruzamento BUY em 2025-12-17 12:00:00,0.02891,WIN,trade positivo contribui para payoff,PAPER_ONLY,FORBIDDEN
"USDCAD_H1_EMA_CROSS_21,55_1876_1950","USDCAD_H1_EMA_CROSS_21,55",USDCAD,H1,EMA_CROSS,"21,55",2025-12-17 13:00:00,BUY,1.37826,"EMA_CROSS 21,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",1.3728,stop técnico baseado em swing low anterior + volatilidade ATR14=0.000825,1.37991,1.38918,target calculado por confluência: 2x ATR (1.37991) + RR 2:1 baseado no swing/stop (1.38918),2025-12-22 15:00:00,1.37678,saída por sinal oposto: novo cruzamento SELL em 2025-12-22 14:00:00,-0.00148,LOSS,trade negativo reduz payoff; exige análise de filtro,PAPER_ONLY,FORBIDDEN
"USDCAD_H1_EMA_CROSS_21,55_1950_2055","USDCAD_H1_EMA_CROSS_21,55",USDCAD,H1,EMA_CROSS,"21,55",2025-12-22 15:00:00,SELL,1.37678,"EMA_CROSS 21,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",1.38057,stop técnico baseado em swing high anterior + volatilidade ATR14=0.000734,1.375313,1.3692,target calculado por confluência: 2x ATR (1.375313) + RR 2:1 baseado no swing/stop (1.3692),2025-12-30 00:00:00,1.36872,saída por sinal oposto: novo cruzamento BUY em 2025-12-29 23:00:00,0.00806,WIN,trade positivo contribui para payoff,PAPER_ONLY,FORBIDDEN
"USDCAD_H1_EMA_CROSS_21,55_2055_2382","USDCAD_H1_EMA_CROSS_21,55",USDCAD,H1,EMA_CROSS,"21,55",2025-12-30 00:00:00,BUY,1.36872,"EMA_CROSS 21,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",1.36575,stop técnico baseado em swing low anterior + volatilidade ATR14=0.001489,1.371697,1.37466,target calculado por confluência: 2x ATR (1.371697) + RR 2:1 baseado no swing/stop (1.37466),2026-01-19 15:00:00,1.38867,saída por sinal oposto: novo cruzamento SELL em 2026-01-19 14:00:00,0.01995,WIN,trade positivo contribui para payoff,PAPER_ONLY,FORBIDDEN
"USDCAD_H1_EMA_CROSS_21,55_2382_2607","USDCAD_H1_EMA_CROSS_21,55",USDCAD,H1,EMA_CROSS,"21,55",2026-01-19 15:00:00,SELL,1.38867,"EMA_CROSS 21,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",1.39286,stop técnico baseado em swing high anterior + volatilidade ATR14=0.000889,1.386893,1.38029,target calculado por confluência: 2x ATR (1.386893) + RR 2:1 baseado no swing/stop (1.38029),2026-02-02 00:00:00,1.35976,saída por sinal oposto: novo cruzamento BUY em 2026-01-30 23:00:00,0.02891,WIN,trade positivo contribui para payoff,PAPER_ONLY,FORBIDDEN
"USDCAD_H1_EMA_CROSS_21,55_2607_2722","USDCAD_H1_EMA_CROSS_21,55",USDCAD,H1,EMA_CROSS,"21,55",2026-02-02 00:00:00,BUY,1.35976,"EMA_CROSS 21,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",1.34932,stop técnico baseado em swing low anterior + volatilidade ATR14=0.002895,1.36555,1.38064,target calculado por confluência: 2x ATR (1.36555) + RR 2:1 baseado no swing/stop (1.38064),2026-02-06 19:00:00,1.36467,saída por sinal oposto: novo cruzamento SELL em 2026-02-06 18:00:00,0.00491,WIN,trade positivo contribui para payoff,PAPER_ONLY,FORBIDDEN
"USDCAD_H1_EMA_CROSS_21,55_2722_2808","USDCAD_H1_EMA_CROSS_21,55",USDCAD,H1,EMA_CROSS,"21,55",2026-02-06 19:00:00,SELL,1.36467,"EMA_CROSS 21,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",1.37243,stop técnico baseado em swing high anterior + volatilidade ATR14=0.001421,1.361827,1.34915,target calculado por confluência: 2x ATR (1.361827) + RR 2:1 baseado no swing/stop (1.34915),2026-02-12 09:00:00,1.359,saída por sinal oposto: novo cruzamento BUY em 2026-02-12 08:00:00,0.00567,WIN,trade positivo contribui para payoff,PAPER_ONLY,FORBIDDEN
"USDCAD_H1_EMA_CROSS_21,55_2808_2813","USDCAD_H1_EMA_CROSS_21,55",USDCAD,H1,EMA_CROSS,"21,55",2026-02-12 09:00:00,BUY,1.359,"EMA_CROSS 21,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",1.35043,stop técnico baseado em swing low anterior + volatilidade ATR14=0.001339,1.361677,1.37614,target calculado por confluência: 2x ATR (1.361677) + RR 2:1 baseado no swing/stop (1.37614),2026-02-12 14:00:00,1.35572,saída por sinal oposto: novo cruzamento SELL em 2026-02-12 13:00:00,-0.00328,LOSS,trade negativo reduz payoff; exige análise de filtro,PAPER_ONLY,FORBIDDEN
"USDCAD_H1_EMA_CROSS_21,55_2813_2816","USDCAD_H1_EMA_CROSS_21,55",USDCAD,H1,EMA_CROSS,"21,55",2026-02-12 14:00:00,SELL,1.35572,"EMA_CROSS 21,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",1.36188,stop técnico baseado em swing high anterior + volatilidade ATR14=0.001239,1.353241,1.3434,target calculado por confluência: 2x ATR (1.353241) + RR 2:1 baseado no swing/stop (1.3434),2026-02-12 17:00:00,1.35838,saída por sinal oposto: novo cruzamento BUY em 2026-02-12 16:00:00,-0.00266,LOSS,trade negativo reduz payoff; exige análise de filtro,PAPER_ONLY,FORBIDDEN
"USDCAD_H1_EMA_CROSS_21,55_2816_2970","USDCAD_H1_EMA_CROSS_21,55",USDCAD,H1,EMA_CROSS,"21,55",2026-02-12 17:00:00,BUY,1.35838,"EMA_CROSS 21,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",1.35504,stop técnico baseado em swing low anterior + volatilidade ATR14=0.001459,1.361299,1.36506,target calculado por confluência: 2x ATR (1.361299) + RR 2:1 baseado no swing/stop (1.36506),2026-02-23 03:00:00,1.36565,saída por sinal oposto: novo cruzamento SELL em 2026-02-23 02:00:00,0.00727,WIN,trade positivo contribui para payoff,PAPER_ONLY,FORBIDDEN
"USDCAD_H1_EMA_CROSS_21,55_2970_2987","USDCAD_H1_EMA_CROSS_21,55",USDCAD,H1,EMA_CROSS,"21,55",2026-02-23 03:00:00,SELL,1.36565,"EMA_CROSS 21,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",1.37113,stop técnico baseado em swing high anterior + volatilidade ATR14=0.001899,1.361853,1.35469,target calculado por confluência: 2x ATR (1.361853) + RR 2:1 baseado no swing/stop (1.35469),2026-02-23 20:00:00,1.36899,saída por sinal oposto: novo cruzamento BUY em 2026-02-23 19:00:00,-0.00334,LOSS,trade negativo reduz payoff; exige análise de filtro,PAPER_ONLY,FORBIDDEN
"USDCAD_H1_EMA_CROSS_21,55_2987_3034","USDCAD_H1_EMA_CROSS_21,55",USDCAD,H1,EMA_CROSS,"21,55",2026-02-23 20:00:00,BUY,1.36899,"EMA_CROSS 21,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",1.36485,stop técnico baseado em swing low anterior + volatilidade ATR14=0.001168,1.371326,1.37727,target calculado por confluência: 2x ATR (1.371326) + RR 2:1 baseado no swing/stop (1.37727),2026-02-25 19:00:00,1.36857,saída por sinal oposto: novo cruzamento SELL em 2026-02-25 18:00:00,-0.00042,LOSS,trade negativo reduz payoff; exige análise de filtro,PAPER_ONLY,FORBIDDEN
"USDCAD_H1_EMA_CROSS_21,55_3034_3101","USDCAD_H1_EMA_CROSS_21,55",USDCAD,H1,EMA_CROSS,"21,55",2026-02-25 19:00:00,SELL,1.36857,"EMA_CROSS 21,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",1.37065,stop técnico baseado em swing high anterior + volatilidade ATR14=0.00114,1.36629,1.36441,target calculado por confluência: 2x ATR (1.36629) + RR 2:1 baseado no swing/stop (1.36441),2026-03-02 19:00:00,1.37072,saída por sinal oposto: novo cruzamento BUY em 2026-03-02 18:00:00,-0.00215,LOSS,trade negativo reduz payoff; exige análise de filtro,PAPER_ONLY,FORBIDDEN
"USDCAD_H1_EMA_CROSS_21,55_3101_3146","USDCAD_H1_EMA_CROSS_21,55",USDCAD,H1,EMA_CROSS,"21,55",2026-03-02 19:00:00,BUY,1.37072,"EMA_CROSS 21,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",1.363,stop técnico baseado em swing low anterior + volatilidade ATR14=0.001738,1.374196,1.38616,target calculado por confluência: 2x ATR (1.374196) + RR 2:1 baseado no swing/stop (1.38616),2026-03-04 16:00:00,1.36714,saída por sinal oposto: novo cruzamento SELL em 2026-03-04 15:00:00,-0.00358,LOSS,trade negativo reduz payoff; exige análise de filtro,PAPER_ONLY,FORBIDDEN
