"file","keyword"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\twilio\rest\knowledge\v2\__init__.py","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\twilio\rest\knowledge\v2\chunk.py","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\twilio\rest\knowledge\v2\knowledge_basis.py","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\twilio\rest\knowledge\v2\knowledge_basis.py","order"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\twilio\rest\knowledge\v2\knowledge.py","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\twilio\rest\knowledge\v2\operation.py","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\twilio\rest\knowledge\v2\search.py","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\twilio\rest\numbers\v2\bulk_hosted_number_order.py","order"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\twilio\rest\numbers\v2\hosted_number_order.py","order"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\twilio\rest\numbers\v2\authorization_document\dependent_hosted_number_order.py","order"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\twilio\rest\numbers\v3\hosted_number_order.py","order"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\twilio\rest\preview\hosted_numbers\hosted_number_order.py","order"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\twilio\rest\preview\hosted_numbers\authorization_document\dependent_hosted_number_order.py","order"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\eldora\core\__pycache__\audit_ledger.cpython-312.pyc","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\eldora\core\__pycache__\audit_ledger.cpython-312.pyc","ledger"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\eldora\knowledge\service.py","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\humanization\social_dataset_builder.py","dataset"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\mind\p5_5g_pedigree_edge_ingestion\ingestion.py","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\mind\p5_5g_pedigree_edge_ingestion\__pycache__\__init__.cpython-312.pyc","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\mind\p5_5g_pedigree_edge_ingestion\__pycache__\ingestion.cpython-312.pyc","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\modules\usde_core\dataset_registry.py","dataset"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\modules\usde_core\ledger.py","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\modules\usde_core\ledger.py","dataset"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\modules\usde_core\ledger.py","ledger"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\modules\usde_core\scientific_knowledge_graph.py","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\modules\usde_core\scientific_knowledge_sync.py","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\modules\usde_core\scientific_ledger.py","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\modules\usde_core\scientific_ledger.py","ledger"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\modules\usde_core\ledger\p4_46x_status.json","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\modules\usde_core\ledger\p4_46x_status.json","ledger"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\modules\usde_core\__pycache__\dataset_registry.cpython-312.pyc","dataset"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\modules\usde_core\__pycache__\ledger.cpython-312.pyc","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\modules\usde_core\__pycache__\ledger.cpython-312.pyc","dataset"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\modules\usde_core\__pycache__\ledger.cpython-312.pyc","ledger"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\modules\usde_core\__pycache__\scientific_knowledge_graph.cpython-312.pyc","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\modules\usde_core\__pycache__\scientific_knowledge_sync.cpython-312.pyc","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\modules\usde_core\__pycache__\scientific_ledger.cpython-312.pyc","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\modules\usde_core\__pycache__\scientific_ledger.cpython-312.pyc","ledger"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\p12_cloud_export_verification_ledger\engine.py","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\p12_cloud_export_verification_ledger\engine.py","ftmo"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\p12_cloud_export_verification_ledger\engine.py","ledger"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\p12_cloud_export_verification_ledger\__pycache__\engine.cpython-312.pyc","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\p12_cloud_export_verification_ledger\__pycache__\engine.cpython-312.pyc","ftmo"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\p12_cloud_export_verification_ledger\__pycache__\engine.cpython-312.pyc","ledger"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\capability_usage_ledger.py","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\capability_usage_ledger.py","ledger"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\knowledge_extraction_engine.py","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\knowledge_extraction_engine.py","signal"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\p2071_2080_realtime_paper_runtime.py","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\p2071_2080_realtime_paper_runtime.py","portfolio"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\p2071_2080_realtime_paper_runtime.py","signal"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\p2071_2080_realtime_paper_runtime.py","paper"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\p2071_2080_realtime_paper_runtime.py","ftmo"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\p2071_2080_realtime_paper_runtime.py","mt5"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\p2071_2080_realtime_paper_runtime.py","order"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\p2071_2080_realtime_paper_runtime.py.bak_P2071_2080B_20260618_063050","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\p2071_2080_realtime_paper_runtime.py.bak_P2071_2080B_20260618_063050","portfolio"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\p2071_2080_realtime_paper_runtime.py.bak_P2071_2080B_20260618_063050","signal"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\p2071_2080_realtime_paper_runtime.py.bak_P2071_2080B_20260618_063050","paper"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\p2071_2080_realtime_paper_runtime.py.bak_P2071_2080B_20260618_063050","ftmo"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\p2071_2080_realtime_paper_runtime.py.bak_P2071_2080B_20260618_063050","mt5"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\p2071_2080_realtime_paper_runtime.py.bak_P2071_2080B_20260618_063050","order"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\p2081_2090_realtime_portfolio_governance.py","portfolio"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\p2081_2090_realtime_portfolio_governance.py","signal"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\p2081_2090_realtime_portfolio_governance.py","paper"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\p2081_2090_realtime_portfolio_governance.py","ftmo"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\p2081_2090_realtime_portfolio_governance.py","mt5"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\p2081_2090_realtime_portfolio_governance.py","order"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\p2101_2110_autonomous_paper_operations.py","portfolio"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\p2101_2110_autonomous_paper_operations.py","paper"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\p2101_2110_autonomous_paper_operations.py","ftmo"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\p2101_2110_autonomous_paper_operations.py","mt5"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\p2101_2110_autonomous_paper_operations.py","order"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\p2131_2150_ftmo_paper_compliance_assurance.py","paper"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\p2131_2150_ftmo_paper_compliance_assurance.py","ftmo"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\p2131_2150_ftmo_paper_compliance_assurance.py","mt5"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\p2131_2150_ftmo_paper_compliance_assurance.py","order"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\__pycache__\capability_usage_ledger.cpython-312.pyc","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\__pycache__\capability_usage_ledger.cpython-312.pyc","ledger"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\__pycache__\knowledge_extraction_engine.cpython-312.pyc","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\__pycache__\knowledge_extraction_engine.cpython-312.pyc","signal"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\__pycache__\p2071_2080_realtime_paper_runtime.cpython-312.pyc","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\__pycache__\p2071_2080_realtime_paper_runtime.cpython-312.pyc","portfolio"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\__pycache__\p2071_2080_realtime_paper_runtime.cpython-312.pyc","signal"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\__pycache__\p2071_2080_realtime_paper_runtime.cpython-312.pyc","paper"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\__pycache__\p2071_2080_realtime_paper_runtime.cpython-312.pyc","ftmo"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\__pycache__\p2071_2080_realtime_paper_runtime.cpython-312.pyc","mt5"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\__pycache__\p2071_2080_realtime_paper_runtime.cpython-312.pyc","order"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\__pycache__\p2081_2090_realtime_portfolio_governance.cpython-312.pyc","portfolio"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\__pycache__\p2081_2090_realtime_portfolio_governance.cpython-312.pyc","signal"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\__pycache__\p2081_2090_realtime_portfolio_governance.cpython-312.pyc","paper"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\__pycache__\p2081_2090_realtime_portfolio_governance.cpython-312.pyc","ftmo"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\__pycache__\p2081_2090_realtime_portfolio_governance.cpython-312.pyc","mt5"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\__pycache__\p2081_2090_realtime_portfolio_governance.cpython-312.pyc","order"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\__pycache__\p2101_2110_autonomous_paper_operations.cpython-312.pyc","portfolio"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\__pycache__\p2101_2110_autonomous_paper_operations.cpython-312.pyc","paper"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\__pycache__\p2101_2110_autonomous_paper_operations.cpython-312.pyc","ftmo"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\__pycache__\p2101_2110_autonomous_paper_operations.cpython-312.pyc","mt5"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\__pycache__\p2101_2110_autonomous_paper_operations.cpython-312.pyc","order"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\__pycache__\p2131_2150_ftmo_paper_compliance_assurance.cpython-312.pyc","paper"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\__pycache__\p2131_2150_ftmo_paper_compliance_assurance.cpython-312.pyc","ftmo"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\__pycache__\p2131_2150_ftmo_paper_compliance_assurance.cpython-312.pyc","mt5"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\runtime\__pycache__\p2131_2150_ftmo_paper_compliance_assurance.cpython-312.pyc","order"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074551\app\eldora\knowledge\service.py","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074551\app\humanization\social_dataset_builder.py","dataset"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074551\app\mind\p5_5g_pedigree_edge_ingestion\ingestion.py","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074551\app\modules\usde_core\dataset_registry.py","dataset"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074551\app\modules\usde_core\ledger.py","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074551\app\modules\usde_core\ledger.py","dataset"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074551\app\modules\usde_core\ledger.py","ledger"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074551\app\modules\usde_core\scientific_knowledge_graph.py","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074551\app\modules\usde_core\scientific_knowledge_sync.py","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074551\app\modules\usde_core\scientific_ledger.py","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074551\app\modules\usde_core\scientific_ledger.py","ledger"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074551\app\modules\usde_core\ledger\p4_46x_status.json","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074551\app\modules\usde_core\ledger\p4_46x_status.json","ledger"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074551\app\p12_cloud_export_verification_ledger\engine.py","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074551\app\p12_cloud_export_verification_ledger\engine.py","ftmo"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074551\app\p12_cloud_export_verification_ledger\engine.py","ledger"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074551\app\runtime\p2071_2080_realtime_paper_runtime.py","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074551\app\runtime\p2071_2080_realtime_paper_runtime.py","portfolio"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074551\app\runtime\p2071_2080_realtime_paper_runtime.py","signal"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074551\app\runtime\p2071_2080_realtime_paper_runtime.py","paper"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074551\app\runtime\p2071_2080_realtime_paper_runtime.py","ftmo"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074551\app\runtime\p2071_2080_realtime_paper_runtime.py","mt5"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074551\app\runtime\p2071_2080_realtime_paper_runtime.py","order"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074551\app\runtime\p2071_2080_realtime_paper_runtime.py.bak_P2071_2080B_20260618_063050","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074551\app\runtime\p2071_2080_realtime_paper_runtime.py.bak_P2071_2080B_20260618_063050","portfolio"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074551\app\runtime\p2071_2080_realtime_paper_runtime.py.bak_P2071_2080B_20260618_063050","signal"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074551\app\runtime\p2071_2080_realtime_paper_runtime.py.bak_P2071_2080B_20260618_063050","paper"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074551\app\runtime\p2071_2080_realtime_paper_runtime.py.bak_P2071_2080B_20260618_063050","ftmo"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074551\app\runtime\p2071_2080_realtime_paper_runtime.py.bak_P2071_2080B_20260618_063050","mt5"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074551\app\runtime\p2071_2080_realtime_paper_runtime.py.bak_P2071_2080B_20260618_063050","order"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074551\app\runtime\p2081_2090_realtime_portfolio_governance.py","portfolio"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074551\app\runtime\p2081_2090_realtime_portfolio_governance.py","signal"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074551\app\runtime\p2081_2090_realtime_portfolio_governance.py","paper"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074551\app\runtime\p2081_2090_realtime_portfolio_governance.py","ftmo"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074551\app\runtime\p2081_2090_realtime_portfolio_governance.py","mt5"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074551\app\runtime\p2081_2090_realtime_portfolio_governance.py","order"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074551\app\runtime\p2101_2110_autonomous_paper_operations.py","portfolio"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074551\app\runtime\p2101_2110_autonomous_paper_operations.py","paper"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074551\app\runtime\p2101_2110_autonomous_paper_operations.py","ftmo"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074551\app\runtime\p2101_2110_autonomous_paper_operations.py","mt5"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074551\app\runtime\p2101_2110_autonomous_paper_operations.py","order"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074551\app\runtime\p2131_2150_ftmo_paper_compliance_assurance.py","paper"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074551\app\runtime\p2131_2150_ftmo_paper_compliance_assurance.py","ftmo"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074551\app\runtime\p2131_2150_ftmo_paper_compliance_assurance.py","mt5"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074551\app\runtime\p2131_2150_ftmo_paper_compliance_assurance.py","order"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074551\tests\test_p122_cloud_export_verification_ledger.py","edge"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074551\tests\test_p122_cloud_export_verification_ledger.py","ftmo"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074551\tests\test_p122_cloud_export_verification_ledger.py","ledger"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074551\tests\test_p2071_2080_realtime_paper_runtime.py","portfolio"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074551\tests\test_p2071_2080_realtime_paper_runtime.py","paper"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074551\tests\test_p2071_2080_realtime_paper_runtime.py","ftmo"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074551\tests\test_p2071_2080_realtime_paper_runtime.py","mt5"
