"FullName","Length","LastWriteTime"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P13.1_DATA_SOURCE_REGISTRY",,"09/06/2026 13:22:09"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P13.2_DATA_ACQUISITION_AUTOMATION",,"09/06/2026 13:23:27"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P13.3_INCREMENTAL_INGESTION",,"09/06/2026 13:25:45"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P13.4_DATASET_CERTIFICATION_AUTOMATION",,"09/06/2026 13:27:07"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P13.5_CLOUD_SYNC_AUTOMATION",,"09/06/2026 13:28:27"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P13.6_DATASET_COVERAGE_GROWTH",,"09/06/2026 14:55:40"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P13.7_REAL_DATA_REQUIREMENT_PACK",,"09/06/2026 15:03:34"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P13.8_PLATFORM_CONNECTORS",,"09/06/2026 15:06:31"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P13.9_MT5_HISTORICAL_DATA_PULLER",,"09/06/2026 15:34:42"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P14.10_PROFIT_COMPILE_VALIDATION_TRACKER",,"09/06/2026 18:34:59"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P14.11_NTSL_GENERATOR_SYNTAX_REPAIR",,"09/06/2026 18:50:52"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P14.12_NTSL_TEMPLATE_LADDER",,"09/06/2026 18:54:00"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P14.13_INLINE_NTSL_GENERATOR_PATCH",,"09/06/2026 19:03:08"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P14.14_MASS_INLINE_NTSL_EXPORT",,"09/06/2026 19:05:21"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P14.15_PROFIT_STRATEGY_FACTORY_METRICS",,"09/06/2026 19:08:34"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P14.16A_RISK_SYNTAX_LADDER",,"09/06/2026 19:20:03"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P14.16B_PROFIT_UI_AUTOMATION",,"09/06/2026 19:22:59"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P14.16C_RISK_FACTORY_50",,"09/06/2026 19:29:13"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P14.16D_PROFIT_BATCH_AUTOMATION",,"09/06/2026 19:33:29"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P14.16E_PROFIT_BATCH_RUNNER",,"09/06/2026 19:40:14"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P14.16F_PROFIT_REAL_CLICK_RUNNER",,"09/06/2026 19:43:05"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P14.16G_PROFIT_AUTO_OK_RUNNER",,"09/06/2026 19:50:52"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P14.16I_SYNTAX_PROBE_AUTOMATION",,"09/06/2026 19:55:45"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P14.16J_CLEAN_EDITOR_SYNTAX_PROBE",,"09/06/2026 19:59:05"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P14.16K_AUTORUN",,"09/06/2026 20:02:35"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P14.16L_DUAL_MONITOR_AUTORUN",,"10/06/2026 10:39:01"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P14.16M_SAFE_PASTE_AUTORUN",,"10/06/2026 10:54:09"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P14.16N_DEBUG_AUTORUN",,"10/06/2026 11:07:16"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P14.16O_LINE_BY_LINE_AUTORUN",,"10/06/2026 11:13:29"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P14.16P_NTSL_FUNCTION_PROBE",,"10/06/2026 11:24:18"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P14.16Q_ORDER_PROBE",,"10/06/2026 11:29:24"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P14.1_PROFIT_CONNECTOR_FOUNDATION",,"09/06/2026 16:55:53"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P14.2_NELOGICA_API_CONNECTOR",,"09/06/2026 17:01:28"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P14.2_PROFIT_EXPORT_DETECTOR",,"09/06/2026 16:58:23"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P14.3_NELOGICA_API_CREDENTIAL_VALIDATOR",,"09/06/2026 17:19:37"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P14.4_NTSL_STRATEGY_FACTORY",,"09/06/2026 18:01:03"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P14.5_PROFIT_BACKTEST_RESULT_INTAKE",,"09/06/2026 18:03:18"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P14.6_STRATEGY_PROMOTION_ENGINE",,"09/06/2026 18:08:21"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P14.7_GENOME_EVOLUTION_ENGINE",,"09/06/2026 18:10:08"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P14.8_MASSIVE_NTSL_SEARCH_GRID",,"09/06/2026 18:17:21"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P14.9_PROFIT_IMPORT_PACKAGE",,"09/06/2026 18:19:24"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P9.100_FINAL_CERTIFICATION",,"09/06/2026 12:31:11"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P9.1_DATA_EXPANSION_ENGINE",,"09/06/2026 11:56:51"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P9.2_GENOME_EXPLOSION_ENGINE",,"09/06/2026 11:57:58"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P9.3_MASSIVE_BACKTEST_GRID",,"09/06/2026 11:59:18"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P9.4_DNA_EXTRACTION_ENGINE",,"09/06/2026 12:00:17"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P9.5_EDGE_DISCOVERY_FACTORY",,"09/06/2026 12:24:56"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P9.6_CONTINUOUS_RESEARCH_RUNTIME",,"09/06/2026 12:30:11"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P9.7_RESEARCH_COMMAND_CENTER",,"09/06/2026 12:30:11"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P9_EDGE_DISCOVERY_AT_SCALE",,"09/06/2026 11:54:49"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P8.100_paper_research_v1_release.json","1115","09/06/2026 11:39:50"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P8.44_research_orchestrator_report.json","12447","09/06/2026 11:40:01"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P8.46_ftmo_rule_audit.json","977","09/06/2026 11:40:04"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P8.50_daily_research_report.json","15540","09/06/2026 11:40:01"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P8.52_runtime_evidence_package.json","5062","09/06/2026 11:40:02"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P8.53_institutional_healthcheck.json","5768","09/06/2026 11:40:02"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P8.54_release_audit_gate.json","1665","09/06/2026 11:40:02"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P8.55_transfer_snapshot.json","6264","09/06/2026 11:39:58"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P8.59_market_data_connector_manifest.json","1681","08/06/2026 18:08:30"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P8.60_batch_market_ingestion_manifest.json","4222","09/06/2026 11:40:01"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P8.61_data_catalog.json","1185","09/06/2026 11:40:01"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P8.63_market_data_connector_catalog_manifest.json","2248","08/06/2026 18:20:24"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P8.64_dataset_lineage.json","922","09/06/2026 11:40:01"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P8.65_market_data_connector_lineage_manifest.json","3479","09/06/2026 11:40:01"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P8.68_paper_research_operation.json","21932","09/06/2026 11:40:01"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P8.71_preflight_check.json","1419","09/06/2026 11:40:01"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P8.74_final_audit.json","10961","09/06/2026 11:40:02"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P8.76_correlation_authority.json","856","09/06/2026 11:40:03"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P8.77_causality_authority.json","1476","09/06/2026 11:40:03"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P8.78_uncertainty_authority.json","459","09/06/2026 11:40:03"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P8.79_edge_discovery_authority.json","12345","09/06/2026 11:40:04"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P8.80_anti_overfitting_authority.json","483","09/06/2026 11:40:04"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P8.82_monte_carlo_authority.json","386","09/06/2026 11:40:04"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P8.83_robustness_committee.json","1816","09/06/2026 11:40:04"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P8.85_promotion_authority.json","373","09/06/2026 11:40:04"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P8.87_knowledge_absorption.json","1134","08/06/2026 21:14:13"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P8.89_knowledge_absorption_registered.json","1270","09/06/2026 11:40:04"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P8.90_final_research_certification.json","901","09/06/2026 11:40:04"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P8.91_final_certified_snapshot.json","2027","09/06/2026 11:40:04"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P8.92_institutional_live_lock.json","621","09/06/2026 11:40:04"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P8.94_safe_broker_adapter.json","923","09/06/2026 11:40:04"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P10.1_DISTRIBUTED_RESEARCH_SCALE\P10.1_jobs.json","23028","09/06/2026 19:29:18"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P10.1_DISTRIBUTED_RESEARCH_SCALE\P10.1_manifest.json","440","09/06/2026 19:29:18"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P10.2_DATASET_CERTIFICATION_RUNTIME\P10.2_manifest.json","437","09/06/2026 19:29:18"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P10.2_DATASET_CERTIFICATION_RUNTIME\P10.2_sample_certification.json","708","09/06/2026 19:29:18"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P10.3_REAL_DATASET_REGISTRY_BRIDGE\P10.3_manifest.json","239","09/06/2026 19:29:18"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P10.3_REAL_DATASET_REGISTRY_BRIDGE\P10.3_registry.json","1175","09/06/2026 19:29:18"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P10.4_CERTIFIED_DATASET_BACKTEST_ROUTER\P10.4_manifest.json","281","09/06/2026 19:29:18"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P10.4_CERTIFIED_DATASET_BACKTEST_ROUTER\P10.4_route_sample.json","371","09/06/2026 19:29:18"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P10.5_REAL_DATA_RESEARCH_ORCHESTRATOR\P10.5_manifest.json","305","09/06/2026 19:29:18"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P10.5_REAL_DATA_RESEARCH_ORCHESTRATOR\P10.5_orchestration.json","2096","09/06/2026 19:29:18"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P10.6_REAL_DATA_RESEARCH_CERTIFICATION\P10.6_manifest.json","1350","09/06/2026 19:29:18"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P10.6_REAL_DATA_RESEARCH_CERTIFICATION\P10_STATE_SNAPSHOT.json","1350","09/06/2026 19:29:18"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P10_REAL_DATA_INGESTION\P10_manifest.json","452","09/06/2026 19:29:18"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P11.1_CAUSALITY_EVIDENCE_FIREWALL\P11.1_manifest.json","431","09/06/2026 19:29:18"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P11.1_CAUSALITY_EVIDENCE_FIREWALL\P11.1_sample_causality_evaluation.json","506","09/06/2026 19:29:18"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P11.2_EVIDENCE_PROMOTION_GATE\P11.2_manifest.json","283","09/06/2026 19:29:18"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P11.2_EVIDENCE_PROMOTION_GATE\P11.2_sample_promotion_gate.json","1413","09/06/2026 19:29:18"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P11.3_GLOBAL_MARKET_REGISTRY\coverage_report.json","264","09/06/2026 19:29:18"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P11.3_GLOBAL_MARKET_REGISTRY\global_market_registry.json","8804","09/06/2026 19:29:18"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P11.3_GLOBAL_MARKET_REGISTRY\P11.3_manifest.json","614","09/06/2026 19:29:18"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P11.4_DATA_COVERAGE_ENGINE\coverage_matrix.json","45575","09/06/2026 19:29:18"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P11.4_DATA_COVERAGE_ENGINE\coverage_summary.json","146","09/06/2026 19:29:18"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P11.4_DATA_COVERAGE_ENGINE\P11.4_manifest.json","474","09/06/2026 19:29:18"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P11.5_MULTI_MARKET_RESEARCH_GRID\P11.5_manifest.json","391","09/06/2026 19:29:19"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P11.5_MULTI_MARKET_RESEARCH_GRID\research_grid_jobs.json","198327","09/06/2026 19:29:19"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P11.5_MULTI_MARKET_RESEARCH_GRID\research_grid_summary.json","83","09/06/2026 19:29:19"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P11.6_EDGE_EVIDENCE_AT_SCALE\P11.6_manifest.json","609","09/06/2026 19:29:19"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P11.6_EDGE_EVIDENCE_AT_SCALE\scale_readiness.json","254","09/06/2026 19:29:19"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P11.7_GLOBAL_RESEARCH_CERTIFICATION\P11.7_manifest.json","975","09/06/2026 19:29:19"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P11.7_GLOBAL_RESEARCH_CERTIFICATION\P11_STATE_SNAPSHOT.json","975","09/06/2026 19:29:19"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P11_EDGE_EVIDENCE_ENGINE\P11_manifest.json","489","09/06/2026 19:29:19"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P11_EDGE_EVIDENCE_ENGINE\P11_sample_edge_evaluation.json","530","09/06/2026 19:29:19"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P12.1_CLOUD_EXPORT_COMMAND_PACK\P12.1_cloud_export_commands.json","405","09/06/2026 19:29:19"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P12.1_CLOUD_EXPORT_COMMAND_PACK\P12.1_manifest.json","819","09/06/2026 19:29:19"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P12.2_CLOUD_EXPORT_VERIFICATION_LEDGER\P12.2_cloud_export_verification_ledger.json","618","09/06/2026 19:29:19"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P12.3_FINAL_TRANSFER_SNAPSHOT\MIND_TRADER_TRANSFER_SNAPSHOT.json","1216","09/06/2026 19:29:19"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P12.3_FINAL_TRANSFER_SNAPSHOT\P12.3_manifest.json","1216","09/06/2026 19:29:19"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P12_REAL_DATA_LOADING_CLOUD_EXPORT\export_package",,"09/06/2026 13:04:38"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P12_REAL_DATA_LOADING_CLOUD_EXPORT\P12_manifest.json","876","09/06/2026 19:29:19"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P12_REAL_DATA_LOADING_CLOUD_EXPORT\export_package\coverage_matrix.json","45575","09/06/2026 19:29:18"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P12_REAL_DATA_LOADING_CLOUD_EXPORT\export_package\global_market_registry.json","8804","09/06/2026 19:29:18"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P12_REAL_DATA_LOADING_CLOUD_EXPORT\export_package\P11_STATE_SNAPSHOT.json","975","09/06/2026 19:29:19"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P12_REAL_DATA_LOADING_CLOUD_EXPORT\export_package\P12_export_manifest.json","876","09/06/2026 19:29:19"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P12_REAL_DATA_LOADING_CLOUD_EXPORT\export_package\research_grid_summary.json","83","09/06/2026 19:29:19"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P12_REAL_DATA_LOADING_CLOUD_EXPORT\export_package\scale_readiness.json","254","09/06/2026 19:29:19"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P13.10_MT5_NORMALIZED_DATASET_CERTIFICATION\certified_mt5_datasets.json","17403","09/06/2026 19:29:19"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P13.10_MT5_NORMALIZED_DATASET_CERTIFICATION\P13.10_manifest.json","367","09/06/2026 19:29:19"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P13.1_DATA_SOURCE_REGISTRY\data_source_registry.json","460315","09/06/2026 19:29:19"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P13.1_DATA_SOURCE_REGISTRY\P13.1_manifest.json","1893","09/06/2026 19:29:19"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P13.2_DATA_ACQUISITION_AUTOMATION\acquisition_plan.json","456115","09/06/2026 19:29:19"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P13.2_DATA_ACQUISITION_AUTOMATION\P13.2_manifest.json","474","09/06/2026 19:29:19"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P13.3_INCREMENTAL_INGESTION\ingestion_scan.json","2","09/06/2026 19:29:19"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P13.3_INCREMENTAL_INGESTION\P13.3_manifest.json","302","09/06/2026 19:29:19"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P13.4_DATASET_CERTIFICATION_AUTOMATION\certification_results.json","2","09/06/2026 19:29:19"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P13.4_DATASET_CERTIFICATION_AUTOMATION\P13.4_manifest.json","305","09/06/2026 19:29:19"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P13.5_CLOUD_SYNC_AUTOMATION\P13.5_cloud_sync_commands.json","296","09/06/2026 19:29:19"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P13.5_CLOUD_SYNC_AUTOMATION\P13.5_manifest.json","676","09/06/2026 19:29:19"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P13.6_DATASET_COVERAGE_GROWTH\coverage_growth.json","839","09/06/2026 19:29:19"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P13.7_REAL_DATA_REQUIREMENT_PACK\P13.7_manifest.json","2204","09/06/2026 19:29:19"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P13.7_REAL_DATA_REQUIREMENT_PACK\required_datasets.json","1542","09/06/2026 19:29:19"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P13.8_PLATFORM_CONNECTORS\P13.8_platform_connector_status.json","1465","09/06/2026 19:29:20"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P13.9_MT5_HISTORICAL_DATA_PULLER\P13.9_manifest.json","1691","09/06/2026 19:29:20"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P13.9_MT5_HISTORICAL_DATA_PULLER\P13.9_pull_report.json","14367","09/06/2026 19:29:20"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P14.10_PROFIT_COMPILE_VALIDATION_TRACKER\compile_validation_results.json","182","09/06/2026 19:29:20"
